1,1000,-58.21702280235291
2,2000,-61.97115071105957
3,3000,-67.94938455963134
4,4000,-87.1162483215332
1,1000,-47.21817360305786
2,2000,13.095172130584716
3,3000,338.5109792022705
4,4000,2881.439288635254
5,5000,14848.234665039063
6,6000,47686.58668164063
7,7000,108734.5760859375
8,8000,203781.522203125
9,9000,335122.44046875
10,10000,508679.240875
11,11000,691286.792625
12,12000,829621.3908125
13,13000,946176.230125
14,14000,1045314.197125
15,15000,1135058.503
16,16000,1201509.37375
17,17000,1240142.909125
18,18000,1255647.317
19,19000,1252679.214375
20,20000,1234468.81375
21,21000,1199403.751
1,1000,-47.21817360305786
2,2000,13.095172130584716
3,3000,338.5109792022705
4,4000,2881.439288635254
5,5000,14848.234665039063
6,6000,47686.58668164063
7,7000,108734.5760859375
8,8000,203781.522203125
9,9000,335122.44046875
10,10000,508679.240875
11,11000,691286.792625
12,12000,829621.3908125
13,13000,946176.230125
14,14000,1045314.197125
15,15000,1135058.503
16,16000,1201509.37375
17,17000,1240142.909125
18,18000,1255647.317
19,19000,1252679.214375
20,20000,1234468.81375
21,21000,1199403.751
