1,1000,1.3902101123332977
2,2000,0.7620396106541156
3,3000,0.4650001800954342
4,4000,0.2193962922496721
1,1000,1.0549208751916885
2,2000,0.450208380356431
3,3000,0.034868120132479814
4,4000,-0.8136600701957941
5,5000,-1.6303946201205253
6,6000,-2.141405903697014
7,7000,-3.9733012855052947
8,8000,-5.957592474937439
9,9000,-6.789687412261963
10,10000,-6.6989301092624665
11,11000,-1.322098300743848
12,12000,-0.21983997445646675
13,13000,-0.3161959245512262
14,14000,-0.3656015709862113
15,15000,-0.4038534699268639
16,16000,-0.49546364866010845
17,17000,-0.48121800352633
18,18000,-0.5401738718748093
19,19000,-0.6864773866124451
20,20000,-0.5997116260621697
21,21000,-0.6215014555174857
1,1000,1.0549208751916885
2,2000,0.450208380356431
3,3000,0.034868120132479814
4,4000,-0.8136600701957941
5,5000,-1.6303946201205253
6,6000,-2.141405903697014
7,7000,-3.9733012855052947
8,8000,-5.957592474937439
9,9000,-6.789687412261963
10,10000,-6.6989301092624665
11,11000,-1.322098300743848
12,12000,-0.21983997445646675
13,13000,-0.3161959245512262
14,14000,-0.3656015709862113
15,15000,-0.4038534699268639
16,16000,-0.49546364866010845
17,17000,-0.48121800352633
18,18000,-0.5401738718748093
19,19000,-0.6864773866124451
20,20000,-0.5997116260621697
21,21000,-0.6215014555174857
